place_id,place_name,city,state,old_image_url,new_image_url,pexels_photo_id,pexels_url,photographer,photographer_url,query_used,match_type,match_score,action,status
"place-go-clubbing-by-the-baga-beach-goa","Go Clubbing by the Baga Beach","Goa","Goa","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","https://images.pexels.com/photos/28355680/pexels-photo-28355680.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","28355680","https://www.pexels.com/photo/vibrant-seaside-scene-at-baga-beach-goa-28355680/","Mohit Hambiria","https://www.pexels.com/@mohit-hambiria-92377455","Go Clubbing by the Baga Beach, Goa, Goa, India","relevant",68.33333333333333,"REPLACED_RELEVANT","replaced"
"place-dudhsagar-falls-nashik","Dudhsagar Falls","Goa","Goa","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Doodhsagar_Fall.jpg/1200px-Doodhsagar_Fall.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Doodhsagar_Fall.jpg/1200px-Doodhsagar_Fall.jpg","","","","","Dudhsagar Falls, Goa, Goa, India","weak",35,"KEPT_EXISTING","kept_existing"
"place-engage-in-the-adventures-of-solang-valley-manali","Engage in the Adventures of Solang Valley","Manali","Himachal Pradesh","https://images.unsplash.com/photo-1502680390548-bdbac40e4ce3?w=800","https://images.unsplash.com/photo-1502680390548-bdbac40e4ce3?w=800","","","","","Engage in the Adventures of Solang Valley, Manali, Himachal Pradesh, India","weak",35,"KEPT_EXISTING","kept_existing"
"place-limestone-caves-baratang-island","Limestone Caves","Baratang Island","Andaman and Nicobar Islands","https://media.australian.museum/media/dd/images/Ishigaki_ishigakijima_limestone_cave.8181618.width-800.6104bde.jpg","https://media.australian.museum/media/dd/images/Ishigaki_ishigakijima_limestone_cave.8181618.width-800.6104bde.jpg","","","","","Limestone Caves, Baratang Island, India","weak",17.5,"KEPT_EXISTING","kept_existing"
"place-bharatpur-beach-andaman","Bharatpur Beach","Neil Island","Andaman and Nicobar Islands","http://be.discoverandaman.in/storage/uploads/2024/2/8e7965b3-74e6-478a-bcda-088346037edd.jpeg","http://be.discoverandaman.in/storage/uploads/2024/2/8e7965b3-74e6-478a-bcda-088346037edd.jpeg","","","","","Bharatpur Beach, Neil Island, Andaman and Nicobar Islands, India","weak",42.5,"KEPT_EXISTING","kept_existing"
"place-cellular-jail-andaman","Cellular Jail","Port Blair","Andaman and Nicobar Islands","https://upload.wikimedia.org/wikipedia/commons/f/fe/Front_View_of_Cellular_Jail%2C_Port_Blair.JPG","https://upload.wikimedia.org/wikipedia/commons/f/fe/Front_View_of_Cellular_Jail%2C_Port_Blair.JPG","","","","","Cellular Jail, Port Blair, Andaman and Nicobar Islands, India","weak",50,"KEPT_EXISTING","kept_existing"
"place-amaravathi-temple-amravati","Amaravathi Temple","Amravati","Andhra Pradesh","https://s7ap1.scene7.com/is/image/incredibleindia/amaralingeshwara-temple-amaravati-andhra-pradesh-1-attr-hero?qlt=82&ts=1726743722820","https://s7ap1.scene7.com/is/image/incredibleindia/amaralingeshwara-temple-amaravati-andhra-pradesh-1-attr-hero?qlt=82&ts=1726743722820","","","","","Amaravathi Temple, Amravati, Andhra Pradesh, India","weak",42.5,"KEPT_EXISTING","kept_existing"
"place-chikhaldara-hill-station-amravati","Chikhaldara Hill Station","Amravati","Andhra Pradesh","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","Amravati, Andhra Pradesh, India cultural","weak",25,"KEPT_EXISTING","kept_existing"
"place-melghat-tiger-reserve-amravati","Melghat Tiger Reserve","Amravati","Andhra Pradesh","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","Amravati, Andhra Pradesh, India cultural","weak",25,"KEPT_EXISTING","kept_existing"
"place-lepakshi-anantapur","Lepakshi","Anantapur","Andhra Pradesh","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Front_side_of_Veerabhadra_Temple%2C_Lepakshi.jpg/1200px-Front_side_of_Veerabhadra_Temple%2C_Lepakshi.jpg","https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Front_side_of_Veerabhadra_Temple%2C_Lepakshi.jpg/1200px-Front_side_of_Veerabhadra_Temple%2C_Lepakshi.jpg","","","","","Lepakshi, Anantapur, Andhra Pradesh, India","relevant",75,"KEPT_EXISTING","kept_existing"
"place-uppalapadu-bird-sanctuary-guntur","Uppalapadu Bird Sanctuary","Guntur","Andhra Pradesh","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/5f/02/90/uppalapadu-bird-sanctuary.jpg?w=1200&h=-1&s=1","https://images.pexels.com/photos/37938064/pexels-photo-37938064.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","37938064","https://www.pexels.com/photo/spot-billed-pelicans-nesting-in-uppalapadu-sanctuary-37938064/","AK Photography","https://www.pexels.com/@ak-photography-613782088","Uppalapadu Bird Sanctuary, Guntur, Andhra Pradesh, India","relevant",65,"REPLACED_RELEVANT","replaced"
"place-gandikota-fort-kadapa","Gandikota Fort","Kadapa","Andhra Pradesh","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4a/20/f2/grand-canyon-of-india.jpg?w=1200&h=1200&s=1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/4a/20/f2/grand-canyon-of-india.jpg?w=1200&h=1200&s=1","","","","","Gandikota Fort, Kadapa, India","weak",27.5,"KEPT_EXISTING","kept_existing"
"place-belum-caves-kurnool","Belum Caves","Kurnool","Andhra Pradesh","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1c/95/33/group-outing-belum-caves3.jpg?w=1200&h=-1&s=1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/1c/95/33/group-outing-belum-caves3.jpg?w=1200&h=-1&s=1","","","","","Belum Caves, Kurnool, Andhra Pradesh, India","weak",25,"KEPT_EXISTING","kept_existing"
"place-prasanthi-nilayam-puttaparthi","Prasanthi Nilayam","Puttaparthi","Andhra Pradesh","https://upload.wikimedia.org/wikipedia/commons/d/da/Sri_Sathya_Sai_Baba_Mahasamadhi_at_Sai_Kulwant_Hall.jpg","https://upload.wikimedia.org/wikipedia/commons/d/da/Sri_Sathya_Sai_Baba_Mahasamadhi_at_Sai_Kulwant_Hall.jpg","","","","","Prasanthi Nilayam, Puttaparthi, Andhra Pradesh, India","weak",25,"KEPT_EXISTING","kept_existing"
"place-papikondalu-rajahmundry","Papikondalu","Rajahmundry","Andhra Pradesh","https://papikondalu.net.in/assets/images/papikondalu-tour-1200x800.jpg","https://papikondalu.net.in/assets/images/papikondalu-tour-1200x800.jpg","","","","","Papikondalu, Rajahmundry, India","weak",20,"KEPT_EXISTING","kept_existing"
"place-mallikarjuna-swamy-temple-srisailam","Mallikarjuna Swamy Temple","Srisailam","Andhra Pradesh","https://upload.wikimedia.org/wikipedia/commons/c/c0/Srisailam.jpg","https://upload.wikimedia.org/wikipedia/commons/c/c0/Srisailam.jpg","","","","","Mallikarjuna Swamy Temple, Srisailam, Andhra Pradesh, India","weak",35,"KEPT_EXISTING","kept_existing"
"place-akasaganga-teertham-tirupati","Akasaganga Teertham","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","Akasaganga Teertham, Tirupati, Andhra Pradesh, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-brahmotsavam-festival-in-tirupati-tirupati","Brahmotsavam Festival in Tirupati","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","Brahmotsavam Festival in Tirupati, Tirupati, Andhra Pradesh, India","weak",41.666666666666664,"KEPT_EXISTING","kept_existing"
"place-chakra-teertham-waterfalls-tirupati","Chakra Teertham Waterfalls","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","Chakra Teertham Waterfalls, Tirupati, Andhra Pradesh, India","weak",20,"KEPT_EXISTING","kept_existing"
"place-chandragiri-palace-fort-tirupati","Chandragiri Palace & Fort","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","Andhra Pradesh, India historical","weak",25,"KEPT_EXISTING","kept_existing"
"place-chittoor-tirupati","Chittoor","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","Chittoor, Tirupati, India","weak",50,"KEPT_EXISTING","kept_existing"
"place-city-shopping-tirupati","City Shopping","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1596402184320-417e7178b2cd?w=800","https://images.unsplash.com/photo-1596402184320-417e7178b2cd?w=800","","","","","City Shopping, Tirupati, Andhra Pradesh, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-deer-park-tirupati","Deer Park","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1585320806297-9794b3e4eeae?w=800","https://images.unsplash.com/photo-1585320806297-9794b3e4eeae?w=800","","","","","Deer Park, Tirupati, Andhra Pradesh, India","weak",45,"KEPT_EXISTING","kept_existing"
"place-highway-grand-world-tirupati","Highway Grand World","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","Highway Grand World, Tirupati, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-iskcon-tirupati-tirupati","ISKCON Tirupati","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","ISKCON Tirupati, Tirupati, Andhra Pradesh, India","weak",52.5,"KEPT_EXISTING","kept_existing"
"place-japali-teertham-tirupati","Japali Teertham","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","Japali Teertham, Tirupati, Andhra Pradesh, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-kanipakam-tirupati","Kanipakam","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","Kanipakam, Tirupati, Andhra Pradesh, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-kodandarama-swamy-temple-tirupati","Kodandarama Swamy Temple","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","Kodandarama Swamy Temple, Tirupati, Andhra Pradesh, India","weak",41.666666666666664,"KEPT_EXISTING","kept_existing"
"place-nagalapuram-tirupati","Nagalapuram","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","Nagalapuram, Tirupati, Andhra Pradesh, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-nellore-tirupati","Nellore","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","https://images.pexels.com/photos/36149529/pexels-photo-36149529.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","36149529","https://www.pexels.com/photo/closeup-of-rockface-in-nellore-india-36149529/","Yarraguntla Ganesh","https://www.pexels.com/@yarraguntla-ganesh-2159059444","Nellore, Tirupati, India","relevant",65,"REPLACED_RELEVANT","replaced"
"place-regional-science-centre-tirupati","Regional Science Centre","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","Tirupati, Andhra Pradesh, India cultural","weak",30,"KEPT_EXISTING","kept_existing"
"place-silathoranam-tirupati","Silathoranam","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","Silathoranam, Tirupati, Andhra Pradesh, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-sri-padmavathi-ammavari-temple-tirupati","Sri Padmavathi Ammavari Temple","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","Sri Padmavathi Ammavari Temple, Tirupati, Andhra Pradesh, India","weak",41.666666666666664,"KEPT_EXISTING","kept_existing"
"place-sri-venkateswara-dhyana-vignan-mandiram-tirupati","Sri Venkateswara Dhyana Vignan Mandiram","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","Sri Venkateswara Dhyana Vignan Mandiram, Tirupati, Andhra Pradesh, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-srivari-museum-tirupati","Srivari Museum","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","Srivari Museum, Tirupati, Andhra Pradesh, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-srivari-padalu-tirupati","Srivari Padalu","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","Srivari Padalu, Tirupati, Andhra Pradesh, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-swami-pushkarini-lake-tirupati","Swami Pushkarini Lake","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","Swami Pushkarini Lake, Andhra Pradesh, India","weak",25,"KEPT_EXISTING","kept_existing"
"place-ttd-gardens-tirupati","TTD gardens","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1585320806297-9794b3e4eeae?w=800","https://images.unsplash.com/photo-1585320806297-9794b3e4eeae?w=800","","","","","TTD gardens, Tirupati, Andhra Pradesh, India","weak",20,"KEPT_EXISTING","kept_existing"
"place-talakona-waterfall-tirupati","Talakona Waterfall","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","Talakona Waterfall, Tirupati, Andhra Pradesh, India","weak",20,"KEPT_EXISTING","kept_existing"
"place-teppotsavam-tirupati","Teppotsavam","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","Teppotsavam, Tirupati, Andhra Pradesh, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-tumburu-teertham-tirupati","Tumburu Teertham","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","Tumburu Teertham, Tirupati, Andhra Pradesh, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-vaikuntha-teertham-tirupati","Vaikuntha Teertham","Tirupati","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","Vaikuntha Teertham, Tirupati, Andhra Pradesh, India","weak",30,"KEPT_EXISTING","kept_existing"
"place-bhavani-island-vijayawada","Bhavani Island","Vijayawada","Andhra Pradesh","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","Bhavani Island, Vijayawada, Andhra Pradesh, India","weak",17.5,"KEPT_EXISTING","kept_existing"
"place-kanaka-durga-temple-vijayawada","Kanaka Durga Temple","Vijayawada","Andhra Pradesh","https://upload.wikimedia.org/wikipedia/commons/b/ba/Kanakadurga_Temple_gopuram.jpg","https://upload.wikimedia.org/wikipedia/commons/b/ba/Kanakadurga_Temple_gopuram.jpg","","","","","Kanaka Durga Temple, Vijayawada, Andhra Pradesh, India","weak",33.33333333333333,"KEPT_EXISTING","kept_existing"
"place-undavalli-caves-vijayawada","Undavalli Caves","Vijayawada","Andhra Pradesh","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","Undavalli Caves, Vijayawada, India","weak",17.5,"KEPT_EXISTING","kept_existing"
"place-bheemilli-beach-visakhapatnam","Bheemilli beach","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","https://images.unsplash.com/photo-1564507592333-c60657eea523?w=800","","","","","Bheemilli beach, Visakhapatnam, Andhra Pradesh, India","weak",42.5,"KEPT_EXISTING","kept_existing"
"place-bojjannakonda-visakhapatnam","Bojjannakonda","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","Bojjannakonda, Andhra Pradesh, India","weak",25,"KEPT_EXISTING","kept_existing"
"place-borra-caves-visakhapatnam","Borra Caves","Visakhapatnam","Andhra Pradesh","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9d/80/6a/borra-caves.jpg?w=1200&h=1200&s=1","https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/9d/80/6a/borra-caves.jpg?w=1200&h=1200&s=1","","","","","Borra Caves, Visakhapatnam, Andhra Pradesh, India","weak",25,"KEPT_EXISTING","kept_existing"
"place-buddhist-excavation-visakhapatnam","Buddhist Excavation","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-city-shopping-visakhapatnam","City Shopping","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1596402184320-417e7178b2cd?w=800","https://images.unsplash.com/photo-1596402184320-417e7178b2cd?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-dolphin-s-nose-visakhapatnam","Dolphin's nose","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-gangavaram-beach-visakhapatnam","Gangavaram beach","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-ins-kurusura-submarine-museum-visakhapatnam","INS Kurusura Submarine Museum","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-indira-gandhi-zoological-park-visakhapatnam","Indira Gandhi Zoological Park","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1585320806297-9794b3e4eeae?w=800","https://images.unsplash.com/photo-1585320806297-9794b3e4eeae?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-itika-pongal-visakhapatnam","Itika Pongal","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-kailasagiri-visakhapatnam","Kailasagiri","Visakhapatnam","Andhra Pradesh","https://upload.wikimedia.org/wikipedia/commons/7/7a/Kailasagiri.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7a/Kailasagiri.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-kailasagiri-hill-park-visakhapatnam","Kailasagiri Hill Park","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","https://images.unsplash.com/photo-1582510003544-4d00b7f74220?w=800","","","","","Kailasagiri Hill Park, Visakhapatnam, Andhra Pradesh, India","weak",31.666666666666664,"KEPT_EXISTING","kept_existing"
"place-kambalakonda-wildlife-sanctuary-visakhapatnam","Kambalakonda Wildlife Sanctuary","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-katiki-waterfalls-visakhapatnam","Katiki Waterfalls","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-lambasingi-visakhapatnam","Lambasingi","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-lawson-s-bay-beach-visakhapatnam","Lawson's Bay Beach","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","https://images.unsplash.com/photo-1507525428034-b723cf961d3e?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-matsyadarshini-aquarium-visakhapatnam","Matsyadarshini Aquarium","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","https://images.unsplash.com/photo-1470071459604-3b5ec3a7fe05?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-rishikonda-beach-visakhapatnam","Rishikonda Beach","Visakhapatnam","Andhra Pradesh","https://upload.wikimedia.org/wikipedia/commons/a/a5/Rushikonda_beach_view_001.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a5/Rushikonda_beach_view_001.jpg","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
"place-ross-hill-church-visakhapatnam","Ross Hill Church","Visakhapatnam","Andhra Pradesh","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","https://images.unsplash.com/photo-1614082242765-7c98ca0f3df3?w=800","","","","","","none",-100,"KEPT_EXISTING","kept_existing"
